220 201
201 597
597 201
633 659
659 633
633 491
491 633
262 276
276 262
262 346
346 262
347 329
329 347
347 449
449 347
327 500
500 327
327 398
398 327
19 108
108 19
19 644
644 19
421 203
203 421
421 651
651 421
87 664
664 87
87 364
364 87
30 13
13 30
30 644
644 30
711 676
676 711
711 185
185 711
345 129
129 345
345 104
104 345
431 391
391 431
431 525
525 431
455 656
656 455
455 99
99 455
358 563
563 358
358 297
297 358
374 401
401 374
374 447
447 374
584 301
301 584
584 558
558 584
634 461
461 634
634 335
335 634
691 462
462 691
691 210
210 691
504 286
286 504
504 688
688 504
226 275
275 226
226 10
10 226
610 24
24 610
610 544
544 610
680 553
553 680
680 696
696 680
695 243
243 695
695 46
46 695
464 69
69 464
464 207
207 464
619 133
133 619
619 219
219 619
681 277
277 681
681 511
511 681
653 301
301 653
653 172
172 653
529 88
88 529
529 151
151 529
78 645
645 78
78 366
366 78
336 320
320 336
336 287
287 336
542 194
194 542
542 639
639 542
299 689
689 299
299 253
253 299
158 86
86 158
158 523
523 158
708 252
252 708
708 315
315 708
73 661
661 73
73 209
209 73
365 164
164 365
365 60
60 365
460 497
497 460
460 679
679 460
178 412
412 178
178 75
75 178
487 422
422 487
487 639
639 487
472 47
47 472
472 515
515 472
282 572
572 282
282 346
346 282
91 289
289 91
91 95
95 91
609 148
148 609
609 591
591 609
80 561
561 80
80 476
476 80
565 106
106 565
565 652
652 565
65 143
143 65
65 516
516 65
136 135
135 136
136 630
630 136
296 122
122 296
296 420
420 296
160 463
463 160
160 599
599 160
150 687
687 150
150 473
473 150
448 43
43 448
448 66
66 448
295 59
59 295
295 589
589 295
202 265
265 202
202 654
654 202
452 715
715 452
452 344
344 452
130 157
157 130
130 179
179 130
304 360
360 304
304 18
18 304
439 666
666 439
439 566
566 439
204 206
206 204
204 372
372 204
132 608
608 132
132 11
11 132
9 33
33 9
9 588
588 9
701 673
673 701
701 693
693 701
658 510
510 658
658 48
48 658
424 478
478 424
424 381
381 424
269 373
373 269
269 607
607 269
21 625
625 21
21 181
181 21
620 437
437 620
620 408
408 620
248 598
598 248
248 527
527 248
395 467
467 395
395 255
255 395
450 115
115 450
450 190
190 450
39 442
442 39
39 14
14 39
410 363
363 410
410 622
622 410
147 283
283 147
147 514
514 147
250 154
154 250
250 26
26 250
155 2
2 155
155 268
268 155
230 211
211 230
230 607
607 230
417 557
557 417
417 90
90 417
577 632
632 577
577 639
639 577
153 539
539 153
153 354
354 153
409 224
224 409
409 170
170 409
397 109
109 397
397 41
41 397
280 560
560 280
280 114
114 280
445 615
615 445
445 639
639 445
342 635
635 342
342 51
51 342
182 690
690 182
182 317
317 182
524 573
573 524
524 311
311 524
604 111
111 604
604 602
602 604
238 49
49 238
238 123
123 238
198 293
293 198
198 427
427 198
674 683
683 674
674 698
698 674
340 337
337 340
340 433
433 340
484 477
477 484
484 581
581 484
600 17
17 600
600 221
221 600
281 15
15 281
281 390
390 281
520 57
57 520
520 696
696 520
468 480
480 468
468 71
71 468
89 168
168 89
89 613
613 89
548 266
266 548
548 382
382 548
537 272
272 537
537 443
443 537
258 457
457 258
258 56
56 258
508 716
716 508
508 534
534 508
646 530
530 646
646 263
263 646
526 246
246 526
526 512
512 526
237 556
556 237
237 574
574 237
156 64
64 156
156 454
454 156
623 328
328 623
623 137
137 623
199 233
233 199
199 23
23 199
254 339
339 254
254 165
165 254
195 629
629 195
195 516
516 195
218 528
528 218
218 152
152 218
32 96
96 32
32 440
440 32
494 264
264 494
494 298
298 494
362 670
670 362
362 121
121 362
465 176
176 465
465 712
712 465
82 290
290 82
82 359
359 82
267 278
278 267
267 499
499 267
648 331
331 648
648 270
270 648
145 127
127 145
145 110
110 145
571 655
655 571
571 675
675 571
432 533
533 432
432 308
308 432
139 307
307 139
139 0
0 139
54 191
191 54
54 616
616 54
234 332
332 234
234 125
125 234
552 208
208 552
552 429
429 552
606 12
12 606
606 392
392 606
259 647
647 259
259 408
408 259
399 370
370 399
399 310
310 399
128 407
407 128
128 568
568 128
73 661
661 73
73 209
209 73
36 601
601 36
36 667
667 36
547 291
291 547
547 567
567 547
663 641
641 663
663 692
692 663
149 406
406 149
149 551
551 149
202 265
265 202
202 654
654 202
564 419
419 564
564 28
28 564
649 660
660 649
649 583
583 649
488 376
376 488
488 52
52 488
316 387
387 316
316 686
686 316
590 559
559 590
590 668
668 590
70 167
167 70
70 84
84 70
459 596
596 459
459 513
513 459
495 562
562 495
495 94
94 495
540 74
74 540
540 371
371 540
375 489
489 375
375 383
383 375
546 107
107 546
546 603
603 546
336 320
320 336
336 287
287 336
626 501
501 626
626 446
446 626
217 235
235 217
217 352
352 217
434 677
677 434
434 119
119 434
31 324
324 31
31 513
513 31
183 638
638 183
183 97
97 183
98 535
535 98
98 697
697 98
367 85
85 367
367 312
312 367
700 303
303 700
700 627
627 700
355 25
25 355
355 140
140 355
169 294
294 169
169 710
710 169
365 164
164 365
365 60
60 365
621 385
385 621
621 163
163 621
522 356
356 522
522 682
682 522
284 16
16 284
284 576
576 284
617 62
62 617
617 134
134 617
