368 M 1
369 A 2
370 D 0
371 A 2
372 A 2
373 D 0
374 M 1
375 M 1
376 D 0
377 M 1
378 M 1
379 A 2
380 A 2
381 A 2
382 A 2
383 A 2
384 D 0
385 D 0
386 D 0
387 D 0
388 A 2
389 M 1
390 A 2
391 D 0
392 A 2
393 A 2
394 A 2
395 M 1
396 D 0
397 M 1
398 A 2
399 M 1
400 D 0
401 D 0
402 M 1
403 M 1
404 A 2
405 D 0
406 D 0
407 D 0
408 A 2
409 M 1
410 M 1
411 D 0
412 D 0
413 D 0
414 M 1
415 M 1
416 D 0
417 M 1
418 D 0
419 D 0
420 A 2
421 M 1
422 D 0
423 A 2
424 M 1
425 M 1
426 M 1
427 A 2
428 M 1
429 A 2
430 D 0
431 M 1
432 M 1
433 A 2
434 M 1
435 A 2
436 A 2
437 D 0
438 M 1
439 M 1
440 A 2
441 A 2
442 D 0
443 A 2
444 A 2
445 M 1
446 A 2
447 A 2
448 M 1
449 A 2
450 M 1
451 M 1
452 M 1
453 D 0
454 A 2
455 M 1
456 D 0
457 D 0
458 D 0
459 M 1
460 M 1
461 D 0
462 D 0
463 D 0
464 M 1
465 M 1
466 A 2
467 D 0
468 M 1
469 A 2
470 A 2
471 A 2
472 M 1
473 A 2
474 A 2
475 A 2
476 A 2
477 D 0
478 D 0
479 M 1
480 D 0
481 M 1
482 D 0
483 D 0
484 M 1
485 D 0
486 M 1
487 M 1
488 M 1
489 D 0
490 A 2
491 A 2
492 A 2
493 M 1
494 M 1
495 M 1
496 M 1
497 D 0
498 D 0
499 A 2
500 D 0
501 D 0
502 M 1
503 D 0
504 M 1
505 A 2
506 D 0
507 A 2
508 M 1
509 M 1
510 D 0
511 A 2
512 A 2
513 A 2
514 A 2
515 A 2
516 A 2
517 D 0
518 M 1
519 M 1
520 M 1
521 M 1
522 M 1
523 A 2
524 M 1
525 A 2
526 M 1
527 A 2
528 D 0
529 M 1
530 D 0
531 D 0
532 D 0
533 D 0
534 A 2
535 D 0
536 A 2
537 M 1
538 M 1
539 D 0
540 M 1
541 D 0
542 M 1
543 D 0
544 A 2
545 D 0
546 M 1
547 M 1
548 M 1
549 D 0
550 A 2
551 A 2
552 M 1
553 D 0
554 A 2
555 D 0
556 D 0
557 D 0
558 A 2
559 D 0
560 D 0
561 D 0
562 D 0
563 D 0
564 M 1
565 M 1
566 A 2
567 A 2
568 A 2
569 D 0
570 M 1
571 M 1
572 D 0
573 D 0
574 A 2
575 M 1
576 A 2
577 M 1
578 M 1
579 A 2
580 M 1
581 A 2
582 M 1
583 A 2
584 M 1
585 A 2
586 M 1
587 M 1
588 A 2
589 A 2
590 M 1
591 A 2
592 A 2
593 A 2
594 M 1
595 D 0
596 D 0
597 A 2
598 D 0
599 A 2
600 M 1
601 D 0
602 A 2
603 A 2
604 M 1
605 A 2
606 M 1
607 A 2
608 D 0
609 M 1
610 M 1
611 M 1
612 A 2
613 A 2
614 D 0
615 D 0
616 A 2
617 M 1
618 D 0
619 M 1
620 M 1
621 M 1
622 A 2
623 M 1
624 D 0
625 D 0
626 M 1
627 A 2
628 D 0
629 D 0
630 A 2
631 M 1
632 D 0
633 M 1
634 M 1
635 D 0
636 D 0
637 M 1
638 D 0
639 A 2
640 M 1
641 D 0
642 M 1
643 D 0
644 A 2
645 D 0
646 M 1
647 D 0
648 M 1
649 M 1
650 A 2
651 A 2
652 A 2
653 M 1
654 A 2
655 D 0
656 D 0
657 D 0
658 M 1
659 D 0
660 D 0
661 D 0
662 D 0
663 M 1
664 D 0
665 M 1
666 D 0
667 A 2
668 A 2
669 A 2
670 D 0
671 D 0
672 D 0
673 D 0
674 M 1
675 A 2
676 D 0
677 D 0
678 D 0
679 A 2
680 M 1
681 M 1
682 A 2
683 D 0
684 A 2
685 A 2
686 A 2
687 D 0
688 A 2
689 D 0
690 D 0
691 M 1
692 A 2
693 A 2
694 D 0
695 M 1
696 A 2
697 A 2
698 A 2
699 D 0
700 M 1
701 M 1
702 A 2
703 D 0
704 M 1
705 A 2
706 M 1
707 M 1
708 M 1
709 D 0
710 A 2
711 M 1
712 A 2
713 A 2
714 M 1
715 D 0
716 D 0
